guessed_language,route_id,name,lang_breakdown,n_cues,action,status
DE,53684520,Rødvig - Køge 44 km DEU 2026,"DE:50,EN:1",56,"Set account -> DE, run Trace",TODO
DE,53684523,Køge - Stevns Klint (Schleife) 68 km DEU 2026,"DE:46,EN:20",67,"Set account -> DE, run Trace",TODO
DE,53684524,Køge - Stevns Klint (Schleife) 62 km DEU 2026,"DE:36,EN:9",48,"Set account -> DE, run Trace",TODO
DE,53684531,Helsingborg - Landskrona 27 km DEU 2026,"DE:29,EN:25",66,"Set account -> DE, run Trace",TODO
DE,53684533,Helsingborg (Schleife) 21 km DEU 2026,"DE:34,EN:2",56,"Set account -> DE, run Trace",TODO
DE,53684538,Helsingør (Schleife) 27 km DEU 2026,"DE:25,EN:8",35,"Set account -> DE, run Trace",TODO
DE,53684541,Copenhagen - Helsingør 49 km DEU 2026,"DE:44,EN:28",83,"Set account -> DE, run Trace",TODO
DE,53774081,Haarlem (Spaarndamseweg) - Keukenhof (loop) 47 km 2026 DEU,"DE:99,EN:3,NL:2",129,"Set account -> DE, run Trace",TODO
DE,53782092,Wormerveer - Zaanse Schans - Amsterdam 40 km DEU 2026,"DE:61,EN:4",79,"Set account -> DE, run Trace",TODO
DE,53805732,Thionville - Remich 44 km DEU 2026,"DE:56,EN:1",70,"Set account -> DE, run Trace",TODO
DE,53805733,Richemont - Remich 52 km DEU 2026,"DE:63,EN:2",75,"Set account -> DE, run Trace",TODO
DE,53805734,Remich - Saarburg (entlang Fluss) 48 km DEU 2026,"DE:42,EN:1",56,"Set account -> DE, run Trace",TODO
DE,53805735,Remich - Saarburg (über Mannebach) 40 km DEU 2026,"DE:41,EN:1",47,"Set account -> DE, run Trace",TODO
DE,53805737,Remich - Saarburg (über Saarschleife) 35 km DEU 2026,"DE:44,EN:1",53,"Set account -> DE, run Trace",TODO
DE,53805738,Saarburg - Trier (Stadt) 28 km DEU 2026,"DE:37,EN:1",57,"Set account -> DE, run Trace",TODO
DE,53805739,Saarburg - Trier (Stadt) (über Igel) 34 km DEU 2026,"DE:44,EN:1",62,"Set account -> DE, run Trace",TODO
DE,53805742,Schweich - Bernkastel-Kues 55 km DEU 2026,"DE:68,NL:3,EN:1",102,"Set account -> DE, run Trace",TODO
DE,53805793,Schengen - Metz 65 km DEU 2026,"DE:64,EN:1",80,"Set account -> DE, run Trace",TODO
DE,53805796,Remich - Thionville 44 km DEU 2026,"DE:47,EN:1",61,"Set account -> DE, run Trace",TODO
DE,53805809,Bernkastel-Kues - Schweich 54 km DEU 2026,"DE:65,NL:5",89,"Set account -> DE, run Trace",TODO
DE,53806290,Hassfurt - Bamberg 38 km DEU 2026,"DE:44,EN:4",75,"Set account -> DE, run Trace",TODO
DE,53806292,Kitzingen - Schweinfurt 60 km DEU 2026,"DE:87,EN:1",118,"Set account -> DE, run Trace",TODO
DE,53806298,Hassfurt - Schweinfurt 42 km DEU 2026,"DE:39,EN:1",52,"Set account -> DE, run Trace",TODO
DE,53806303,Karlstadt - Lohr 31 km DEU 2026,"DE:26,NL:14",43,"Set account -> DE, run Trace",TODO
DE,53806307,Freudenberg – Aschaffenburg 50 km DEU 2026,"DE:77,EN:1",96,"Set account -> DE, run Trace",TODO
DE,53814287,Rüdesheim - Mainz (entlang Fluss) 32 km DEU 2026,"DE:51,EN:1",70,"Set account -> DE, run Trace",TODO
DE,53814292,Rüdesheim - Mainz (über Kloster) 39 km DEU 2026,"DE:64,NL:1",96,"Set account -> DE, run Trace",TODO
DE,53814347,Mainz - Rüdesheim (über Weinregionen) 35 km DEU 2026,"DE:79,EN:5",100,"Set account -> DE, run Trace",TODO
DE,53814362,Sankt Goar - Koblenz 38 km DEU 2026,"DE:28,EN:1",46,"Set account -> DE, run Trace",TODO
DE,53839192,Breukelen - Amsterdam (Hoxten)  35 km DEU 2025,"DE:28,EN:3",47,"Set account -> DE, run Trace",TODO
DE,53844936,Breukelen - Amsterdam (Hoxten)  35 km DEU 2025,"DE:28,EN:3",47,"Set account -> DE, run Trace",TODO
DE,53851578,St. Amands - Antwerp 40 km DEU 2026,"DE:43,EN:19",90,"Set account -> DE, run Trace",TODO
DE,53851711,Schoonhoven - Oudewater - Utrecht 45 km / 28 mi DEU 2026,"DE:66,EN:1",84,"Set account -> DE, run Trace",TODO
DE,53851858,Schoonhoven - Kinderdijk - Dordrecht 38 km DEU 2026 (X),"DE:59,EN:3",80,"Set account -> DE, run Trace",TODO
DE,53852922,Antwerp - St. Amands 42 km DEU 2026 (X),"DE:101,EN:2",139,"Set account -> DE, run Trace",TODO
DE,53852934,Dendermonde - Ghent (city) 39 km DEU 2026 (X),"DE:62,EN:16",92,"Set account -> DE, run Trace",TODO
DE,54338105,Gouda - Uithoorn 43 km DEU 2026,"DE:58,EN:2",72,"Set account -> DE, run Trace",TODO
DE,54345203,Haßfurt-Bamberg 40 km Eng 2026 ,"DE:40,EN:22,NL:17",105,"Set account -> DE, run Trace",TODO
DE,54351790,Amsterdam (Minerva) - Haarlem - Zaandam 52 km ENG 2026,"DE:88,EN:5",126,"Set account -> DE, run Trace",TODO
DE,54393473,Zaandam - Alkmaar 45 km DEU 2026,"DE:58,EN:2",79,"Set account -> DE, run Trace",TODO
DE,54393553,Stavoren (Schleife) 42 km DEU 2026 (N),"DE:44,EN:2",61,"Set account -> DE, run Trace",TODO
DE,54393569,Medemblik - Enkhuizen (über Twisk) 39 km DEU 2026 (N),"DE:51,EN:1",68,"Set account -> DE, run Trace",TODO
DE,54393584,Volendam - Amsterdam (Minerva) 29 km DEU 2026 (N),"DE:40,EN:1",59,"Set account -> DE, run Trace",TODO
DE,54393638,Zaandam - Waterland (Schleife) 47 km DEU 2026,"DE:74,EN:1",99,"Set account -> DE, run Trace",TODO
DE,54394016,Volendam - Amsterdam (Minerva) (über Marken) 51 km DEU 2026 (N),"DE:91,EN:1",119,"Set account -> DE, run Trace",TODO
DE,54521110,Hoorn - Zaanse schans 54 km DEU 2026,"DE:29,EN:8",44,"Set account -> DE, run Trace",TODO
DE,54536501,Test rit: Beverwijk 20km DEU,"DE:13,EN:10",35,"Set account -> DE, run Trace",TODO
DE,54536660,Keukenhof - Beverwijk 34km DEU,"DE:33,EN:25",72,"Set account -> DE, run Trace",TODO
DE,54536674,Beverwijk - Alkmaar 36 km DEU 2026,"DE:49,EN:7",70,"Set account -> DE, run Trace",TODO
DE,54563956,Alkmaar - Zaanse Schans - Amsterdam (Minerva) 45 km DEU 2026,"DE:94,EN:17",126,"Set account -> DE, run Trace",TODO
DE,54572774,Hoorn - Medemblik - Hoorn 47km DEU 2026,"DE:38,EN:26",73,"Set account -> DE, run Trace",TODO
DE,54591898,Nieuwpoort - Utrecht 44 km DEU 2026,"DE:55,EN:1",84,"Set account -> DE, run Trace",TODO
DE,54646632,Rotterdam - Kinderdijk - Nieuwpoort 43 km DEU 2026,"DE:48,EN:3",63,"Set account -> DE, run Trace",TODO
DE,54655047,Haarlem (Schleife über Blumenfelder und Strand) 48 km DEU 2026,"DE:90,EN:7",124,"Set account -> DE, run Trace",TODO
DE,54674985,Nieuwpoort - Oudewater - Utrecht 46 km / 28 mi DEU 2026,"DE:66,EN:3",84,"Set account -> DE, run Trace",TODO
DE,54723047,Zaanse Schans - Minervahaven ,"DE:20,EN:9",41,"Set account -> DE, run Trace",TODO
DE,54749807,Cologne - Bonn 39 km DEU 2026,"DE:55,EN:5",86,"Set account -> DE, run Trace",TODO
DE,54906657,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 53 km DEU 2026,"DE:53,EN:25",101,"Set account -> DE, run Trace",TODO
DE,54906695,Cuijk - Groesbeek - Arnhem 47km DEU 2026,"DE:65,EN:5",94,"Set account -> DE, run Trace",TODO
DE,54906723,Mook - Groesbeek - Arnhem 45km DEU 2026,"DE:55,EN:10",81,"Set account -> DE, run Trace",TODO
DE,54906798,Mook - Kranenburg (D) - Nijmegen - Arnhem 57km DEU 2026,"DE:67,EN:22",114,"Set account -> DE, run Trace",TODO
DE,55135334,Huizen - Amsterdam (Tolhuis-Buikslotermeer) 35 km DEU 2026,"DE:35,EN:8",67,"Set account -> DE, run Trace",TODO
DE,55135351,Huizen - Amsterdam (Tolhuis-Buikslotermeer) (via Crailoo) 50 km DEU 2026,"DE:64,EN:5",95,"Set account -> DE, run Trace",TODO
DE,55188955,Sneek - Franeker 57km DEU 2026,"DE:76,EN:10",114,"Set account -> DE, run Trace",TODO
DE,55188963,Sneek - Franeker 45 km DEU 2026,"DE:62,EN:12",87,"Set account -> DE, run Trace",TODO
DE,55551836,Aschaffenburg - Freudenberg 54km ENG 2026,"DE:48,EN:37,NL:6",124,"Set account -> DE, run Trace",TODO
DE,55677791,St. Amands - Antwerpen 41km DEU 2026,"DE:75,EN:9",102,"Set account -> DE, run Trace",TODO
DE,55678212,Schoonhoven - Utrecht (Mittagessen im Nieuw Vogelenzang) 44km DEU 2026,"DE:79,EN:1",97,"Set account -> DE, run Trace",TODO
DE,55879678,Gouda - Albasserdam (via kinderdijk) 30 km DEU 2026,"DE:36,EN:10",61,"Set account -> DE, run Trace",TODO
DE,55989120,Nemours - Moret (via Fontainebleau) 32km DEU 2026,"DE:38,NL:1",62,"Set account -> DE, run Trace",TODO
DE,55992992,Bernkastel-Kues - Alf 49 km DEU 2026,"DE:40,EN:6",63,"Set account -> DE, run Trace",TODO
EN,19220574,Zaandam - Zaanse Schans - Alkmaar (via Egmond) 50 km ENG 2026,"EN:88,NL:5",104,"Set account -> EN, run Trace",TODO
EN,19353581,Rüdesheim - Mainz (via monastery) 39 km ENG 2026,"EN:59,DE:9,NL:1",78,"Set account -> EN, run Trace",TODO
EN,19353591,Remagen - Koblenz 46 km ENG 2026,"EN:51,NL:2",53,"Set account -> EN, run Trace",TODO
EN,19353605,Cologne - Bonn 39 km ENG 2026,"EN:29,DE:7",39,"Set account -> EN, run Trace",TODO
EN,19355087,Wesel - Duisburg 40 km ENG 2026,"EN:53,NL:1",63,"Set account -> EN, run Trace",TODO
EN,22953130,Melun - Moret (via Barbizon & Fontainebleau) 40 km ENG 2026,"EN:35,DE:25",64,"Set account -> EN, run Trace",TODO
EN,25208723,Lith - Cuijk  54 km ENG 2026,"EN:73,NL:1",79,"Set account -> EN, run Trace",TODO
EN,25307217,Roermond - Arcen 49 km ENG 2026,"EN:97,NL:2",99,"Set account -> EN, run Trace",TODO
EN,26537161,Zaandam - Zaanse Schans - Alkmaar (via Heiloo) 39 km ENG 2026,"EN:77,NL:8",98,"Set account -> EN, run Trace",TODO
EN,26545114,Rotterdam - Delft (loop) 49 km / 31 mi ENG 2026,"EN:128,DE:8",143,"Set account -> EN, run Trace",TODO
EN,26560329,Denain - Tournai (via Marchiennes) 52 km ENG 2026,"EN:78,NL:2",82,"Set account -> EN, run Trace",TODO
EN,26571090,Bernkastel-Kues - Schweich 54 km ENG 2026,"EN:72,NL:1",74,"Set account -> EN, run Trace",TODO
EN,26581606,Trier (centre)  - Saarburg 29 km ENG 2026,"EN:48,NL:1",50,"Set account -> EN, run Trace",TODO
EN,26609452,Remich - Saarburg (via river) 48 km ENG 2026,"EN:51,NL:2",53,"Set account -> EN, run Trace",TODO
EN,26609577,Saarburg - Trier (centre) (via Igel) 34 km ENG 2026,"EN:56,NL:4",60,"Set account -> EN, run Trace",TODO
EN,26609643,Schweich - Bernkastel-Kues 55 km ENG 2026,"EN:72,NL:17",90,"Set account -> EN, run Trace",TODO
EN,26609808,Richemont - Remich 52 km ENG 2026,"EN:57,NL:17",74,"Set account -> EN, run Trace",TODO
EN,26613278,Zell - Bernkastel-Kues 44 km ENG 2026,"EN:58,NL:2",60,"Set account -> EN, run Trace",TODO
EN,26617076,Havrincourt - Arleux (via Vaucelles) 56 km ENG 2026,"EN:65,NL:3",68,"Set account -> EN, run Trace",TODO
EN,26632225,Wertheim - Lohr 44 km ENG 2026,"EN:55,NL:10,DE:5",72,"Set account -> EN, run Trace",TODO
EN,26632242,Karlstadt - Würzburg - 34 km ENG 2026,"EN:62,NL:12",75,"Set account -> EN, run Trace",TODO
EN,26633088,Koblenz - Sankt Goar 37 km ENG 2026,"EN:29,NL:3",36,"Set account -> EN, run Trace",TODO
EN,26660826,Cuijk - Lith  54 km ENG 2026 (deviations 2026),"EN:74,NL:10",87,"Set account -> EN, run Trace",TODO
EN,26920390,Gouda - Utrecht 39 km / 24 mi ENG 2026,"EN:75,NL:1",76,"Set account -> EN, run Trace",TODO
EN,26921011,Haarlem Haarlem (Spaarndamseweg) - North Sea (loop) 50 km / 31 mi ENG 2025- North Sea (loop) 50 km / 31 mi ENG 2026,"EN:100,NL:6",109,"Set account -> EN, run Trace",TODO
EN,26925532,Denain - Tournai (via Saint-Amands) 44 km ENG 2026,"EN:77,NL:4",82,"Set account -> EN, run Trace",TODO
EN,26964754,Tournai - Oudenaarde (hill) 50 km ENG 2026,"EN:75,NL:3",80,"Set account -> EN, run Trace",TODO
EN,28073200,Neronville - Montargis 31 km ENG 2026,"EN:41,DE:26",71,"Set account -> EN, run Trace",TODO
EN,28729101,Haudival - Péronne (via Ham & Péronne) 60 km ENG 2026,"EN:33,NL:19",53,"Set account -> EN, run Trace",TODO
EN,28962067,Lagny - Meaux (gravel) 40 km ENG 2026,"EN:52,NL:8",62,"Set account -> EN, run Trace",TODO
EN,28984563,Terschelling (loop) 37 ENG km 2026,"EN:34,NL:3",38,"Set account -> EN, run Trace",TODO
EN,29179529,Alkmaar - Amsterdam (Oosterdok) (via Schermer) 54 km ENG 2026,"EN:75,NL:2",82,"Set account -> EN, run Trace",TODO
EN,29308350,Schengen - Thionville 35 km ENG 2026,"EN:48,DE:1",50,"Set account -> EN, run Trace",TODO
EN,31432899,Alkmaar - Zaanse Schans - Zaandam (via Heiloo) 37 km ENG 2026,"EN:82,NL:1",88,"Set account -> EN, run Trace",TODO
EN,31571004,Château-Thierry - La Ferté 40 km ENG 2026,"EN:43,NL:1",44,"Set account -> EN, run Trace",TODO
EN,31571313,Dendermonde - Antwerp 52 km ENG 2026,"EN:82,NL:3",86,"Set account -> EN, run Trace",TODO
EN,31571337,Dendermonde - Antwerp (via waterbus) 42+8 km ENG 2026,"EN:63,NL:3",67,"Set account -> EN, run Trace",TODO
EN,31571497,Breukelen - Amsterdam (Minervahaven) 50 km ENG 2026,"EN:53,DE:3",57,"Set account -> EN, run Trace",TODO
EN,31575981,Nemours - Moret 31 km DEU 2026,"EN:20,DE:10",35,"Set account -> EN, run Trace",TODO
EN,31594931,Ghent (Merelbeke) - Ghent  Centre - Oudenaarde 52 km ENG 2025,"EN:124,NL:1",127,"Set account -> EN, run Trace",TODO
EN,31596014,Auvers-sur-Oise - Paris (Bougival) (via Ax Majeur) 48 km ENG 2026,"EN:109,NL:5",117,"Set account -> EN, run Trace",TODO
EN,31596049,Auvers-sur-Oise - Paris (Bougival) 35 km ENG 2026,"EN:86,NL:5",95,"Set account -> EN, run Trace",TODO
EN,31596961,Paris (Bougival) - Auvers-sur-Oise (via Ax Majeure) 48 km ENG 2026,"EN:103,NL:2",105,"Set account -> EN, run Trace",TODO
EN,31599992,Compiègne - Pont-l'Évêque (via Attichy) 52 km ENG 2026,"EN:68,NL:4",74,"Set account -> EN, run Trace",TODO
EN,31612131,Paris (Bougival) - L'Isle-Adam 42 km ENG 2026,"EN:101,NL:1",102,"Set account -> EN, run Trace",TODO
EN,31612237,Ghent (Lovendegem) - Bruges (via Bulskampveld) 49 km ENG 2026,"EN:73,NL:3,DE:1",77,"Set account -> EN, run Trace",TODO
EN,32069739,Auxerre - Joigny 50 km ENG 2026,"EN:65,NL:1",66,"Set account -> EN, run Trace",TODO
EN,32261520,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 45 km ENG 2026,"EN:70,DE:13",86,"Set account -> EN, run Trace",TODO
EN,32289895,Stavoren (loop) 42 km ENG 2026 (N),"EN:57,DE:6",64,"Set account -> EN, run Trace",TODO
EN,34339974,Joigny - Auxerre 50 km ENG 2026,"EN:58,NL:2",60,"Set account -> EN, run Trace",TODO
EN,34340215,Montereau - Pont-sur-Yonne (via Misy-sur-Yonne) 34 km ENG 2026,"EN:55,NL:1",56,"Set account -> EN, run Trace",TODO
EN,34340228,Montereau - Pont-sur-Yonne (via Voulx) 41 km ENG 2026,"EN:43,NL:1",45,"Set account -> EN, run Trace",TODO
EN,34467409,Wageningen - Amerongen - Tiel 53km NLD 2026,"EN:36,NL:19",90,"Set account -> EN, run Trace",TODO
EN,34468107,Heusden - Loonse & Drunense Duinen - Heusden 47km NLD 2026,"EN:47,NL:24",96,"Set account -> EN, run Trace",TODO
EN,34468209,Heusden - Loonse & Drunense Duinen - Heusden kort 38km NLD 2026,"EN:76,NL:10",90,"Set account -> EN, run Trace",TODO
EN,34482223,Doesburg - Westervoort - Arnhem 22km NLD 2026,"EN:11,NL:10",38,"Set account -> EN, run Trace",TODO
EN,34823325,"Test ride: Vianen 6,9 km ENG 2026","EN:11,NL:1",13,"Set account -> EN, run Trace",TODO
EN,38226611,Medemblik - Enkhuizen (via Twisk) 40 km ENG 2026,"EN:70,DE:3",73,"Set account -> EN, run Trace",TODO
EN,38685281,Compiègne - Soissons 46 km ENG 2026,"EN:44,NL:8",52,"Set account -> EN, run Trace",TODO
EN,41402920,Ghent (Merelbeke) - Oudenaarde (via Gavere) 32 km ENG 2026,"EN:39,NL:1",40,"Set account -> EN, run Trace",TODO
EN,41445529,Denain - Tournai (via Marchiennes & Saint-Amand) 56 km ENG 2026,"EN:83,NL:2",87,"Set account -> EN, run Trace",TODO
EN,41455218,Havrincourt - Arleux (via Masnières) 44 km ENG 2026,"EN:64,NL:2",67,"Set account -> EN, run Trace",TODO
EN,41461169,Paris (Bougival) - Paris (Arsenal) (via La Defense) 32 km ENG 2026,"EN:94,NL:5",99,"Set account -> EN, run Trace",TODO
EN,41669835,Harlingen - Franeker - Makkum (via coast) 40 km ENG 2026,"EN:60,NL:2",62,"Set account -> EN, run Trace",TODO
EN,41739356,Pont-sur-Yonne - Sens 34 km ENG 2026,"EN:58,NL:4",62,"Set account -> EN, run Trace",TODO
EN,41904110,Terschelling (loop) 42 km ENG 2026,"EN:54,NL:1",55,"Set account -> EN, run Trace",TODO
EN,42684471,Bergen op Zoom - Kreekrak (east) 29 km ENG 2026,"EN:32,DE:1",38,"Set account -> EN, run Trace",TODO
EN,42897235,Zaandam - Purmerend - Hoorn ENG 2023,"EN:63,NL:1",64,"Set account -> EN, run Trace",TODO
EN,42901644,Zaandam - Purmerend - Hoorn NLD 2023,"EN:12,NL:4",64,"Set account -> EN, run Trace",TODO
EN,43198763,Lagny - Meaux (tarmac) 39 km ENG 2026,"EN:57,NL:4",62,"Set account -> EN, run Trace",TODO
EN,43278541,Lagny - Paris 37 km ENG 2026,"EN:57,NL:7",65,"Set account -> EN, run Trace",TODO
EN,43310464,Sankt Goar - Koblenz 38 km ENG 2026,"EN:38,NL:1",39,"Set account -> EN, run Trace",TODO
EN,43310476,Rüdesheim - Sankt Goar 33 km ENG 2026,"EN:28,NL:7",35,"Set account -> EN, run Trace",TODO
EN,43310508,Frankfurt - Mainz 40 km ENG 2026,"EN:88,NL:5",93,"Set account -> EN, run Trace",TODO
EN,43533455,Schipperskerk - Maastricht 47 km ENG 2026,"EN:97,NL:1",99,"Set account -> EN, run Trace",TODO
EN,43547879,Dendermonde - Ghent (city) 38 km ENG 2026,"EN:67,NL:3",73,"Set account -> EN, run Trace",TODO
EN,43627670,Vinneuf - Moret 38 km ENG 2026,"EN:47,NL:1",48,"Set account -> EN, run Trace",TODO
EN,44574990,Beaumont - Chantilly - Pont-Ste-Maxence 46 km ENG 2026,"EN:58,NL:7",68,"Set account -> EN, run Trace",TODO
EN,44719219,Gent (City) - Gent (Lovendegem) 10km DEU 2025,"EN:9,DE:9",24,"Set account -> EN, run Trace",TODO
EN,44935654,"Epernay (loop via winelands, Ay & Mareuil-sur-Ay) 26 km ENG 2026","EN:47,NL:4",52,"Set account -> EN, run Trace",TODO
EN,44937598,Meaux - Lagny (gravel) 41 km ENG 2026,"EN:60,NL:4",65,"Set account -> EN, run Trace",TODO
EN,44937599,Meaux - Lagny (tarmac) 40 km ENG 2026,"EN:54,NL:9",65,"Set account -> EN, run Trace",TODO
EN,44942344,Lagny (loop via Champs-sur-Marne) 23 km ENG 2026,"EN:36,NL:19",55,"Set account -> EN, run Trace",TODO
EN,44991960,Schoonhoven - Alblasserdam 32 km ENG 2026 (RS),"EN:39,DE:8",59,"Set account -> EN, run Trace",TODO
EN,44992794,Lith - Den Bosch - Heusden 42 km ENG 2026 (RS),"EN:87,DE:1",89,"Set account -> EN, run Trace",TODO
EN,45443829,Menen - Lille 36 km ENG 2026,"EN:33,NL:13",50,"Set account -> EN, run Trace",TODO
EN,46285906,Haarlem (city) - Leiden (via dunes) 46 km ENG 2026,"EN:105,NL:2",121,"Set account -> EN, run Trace",TODO
EN,47787302,Wijhe - Kampen (via Hattem) 38 km ENG 2026,"EN:55,DE:1",57,"Set account -> EN, run Trace",TODO
EN,48396638,Vollenhove - Schokkerhaven (via Kamperland) 49 km ENG 2026,"EN:52,NL:2",54,"Set account -> EN, run Trace",TODO
EN,48424065,Schoonhoven - Alblasserdam 26 km ENG 2026 (RS),"EN:33,NL:3",36,"Set account -> EN, run Trace",TODO
EN,49133045,Volendam - Zaanse Schans 48 km ENG 2026,"EN:79,NL:5",88,"Set account -> EN, run Trace",TODO
EN,49159629,Sankt Goar - Rüdesheim (via Bacharach & Bingen) 31 km ENG 2026,"EN:59,NL:13",75,"Set account -> EN, run Trace",TODO
EN,49271812,Moerbrugge - Deinze 47 km ENG 2026,"EN:78,NL:3",81,"Set account -> EN, run Trace",TODO
EN,49272396,Menen - Lille (via Tyne Cot) 58 km ENG 2026,"EN:102,NL:15",121,"Set account -> EN, run Trace",TODO
EN,49284930,Moerbrugge - Deinze 58 km ENG 2026,"EN:95,NL:4",99,"Set account -> EN, run Trace",TODO
EN,49293250,Amiens - Samara 51 km ENG 2026,"EN:78,NL:14",93,"Set account -> EN, run Trace",TODO
EN,49293254,Corbie - Amiens 29 km ENG 2026,"EN:45,NL:17",62,"Set account -> EN, run Trace",TODO
EN,49322976,Helsingborg - Landskrona 27 km ENG 2026,"EN:41,NL:19",62,"Set account -> EN, run Trace",TODO
EN,49322986,Køge - Stevns Klint (loop) 62 km ENG 2026,"EN:46,NL:10",57,"Set account -> EN, run Trace",TODO
EN,49322998,Malmö (loop) 27 km ENG 2026,"EN:108,NL:1",109,"Set account -> EN, run Trace",TODO
EN,49424070,Rüdesheim - Mainz 34 km ENG 2026,"EN:92,NL:2",94,"Set account -> EN, run Trace",TODO
EN,49428393,Winningen - Koblenz 11 km ENG 2026,"EN:20,NL:2",22,"Set account -> EN, run Trace",TODO
EN,49434555,Havrincourt - Douai 47 km ENG 2026,"EN:71,NL:10",81,"Set account -> EN, run Trace",TODO
EN,49434614,Deinze - Bruges 46 km ENG 2026,"EN:54,NL:14",69,"Set account -> EN, run Trace",TODO
EN,49434634,Harelbeke - Deinze 49 km ENG 2026 Michiel,"EN:105,NL:20",125,"Set account -> EN, run Trace",TODO
EN,49578546,Den Helder - Anna Paulowna (loop) 51 km ENG 2026,"EN:53,DE:6",63,"Set account -> EN, run Trace",TODO
EN,49672078,Don - Arleux (via Lens / Vimy) 65 km ENG 2026,"EN:102,NL:3",106,"Set account -> EN, run Trace",TODO
EN,49681201,TestfahrtHoorn 7 km DEU 2025,"EN:7,DE:5",34,"Set account -> EN, run Trace",TODO
EN,49681573,Hoorn - Alkmaar - Schoorl  47 km DEU 2025,"EN:8,DE:3",104,"Set account -> EN, run Trace",TODO
EN,49689224,Schweinfurt – Kitzingen 60 km ENG 2026,"EN:112,NL:15",127,"Set account -> EN, run Trace",TODO
EN,49940703,Amiens - Samara 42 km ENG 2026,"EN:67,NL:9",77,"Set account -> EN, run Trace",TODO
EN,49968024,Wertheim - Freudenberg 27 km ENG 2026,"EN:33,DE:11",45,"Set account -> EN, run Trace",TODO
EN,49991813,Würzburg - Marktbreit 29 km ENG 2026,"EN:85,NL:9",94,"Set account -> EN, run Trace",TODO
EN,50031097,Havrincourt - Cambrai - Douai 61 km ENG 2026,"EN:99,NL:13",112,"Set account -> EN, run Trace",TODO
EN,50031347,Havringcourt - Douai 47 km ENG 2026,"EN:71,NL:10",81,"Set account -> EN, run Trace",TODO
EN,50032598,Comines - Kortrijk - Harelbeke (via Tyne Cot) 53 km ENG 2026,"EN:96,NL:8",104,"Set account -> EN, run Trace",TODO
EN,50032621,Comines - Kortrijk - Harelbeke 46 km ENG 2026,"EN:83,NL:8",91,"Set account -> EN, run Trace",TODO
EN,50040474,Comines - Kortrijk - Harelbeke 39 km ENG 2026,"EN:72,NL:8",80,"Set account -> EN, run Trace",TODO
EN,50264683,Akersloot - Amsterdam (Oosterdok) (before 15 April) 43 km ENG 2026,"EN:73,NL:4",77,"Set account -> EN, run Trace",TODO
EN,50264946,Akersloot - Amsterdam (Oosterdok) (before 15 April) 36 km ENG 2026,"EN:59,NL:4",63,"Set account -> EN, run Trace",TODO
EN,50375527,Kampen - Schokland (loop) 45 km ENG 2026,"EN:69,DE:2",72,"Set account -> EN, run Trace",TODO
EN,50680179,"Test ride: Utrecht 5,7 km ENG 2026","EN:18,NL:1",19,"Set account -> EN, run Trace",TODO
EN,50755585,Trier (centre) - Saarburg (via Igel) 35 km ENG 2026,"EN:74,NL:2",77,"Set account -> EN, run Trace",TODO
EN,50755641,Trier (Ostkai / Pfalzel)  - Saarburg 38 km ENG 2026,"EN:58,NL:1",60,"Set account -> EN, run Trace",TODO
EN,50830650,Remich - Thionville 45 km ENG 2026,"EN:61,NL:1,DE:1",64,"Set account -> EN, run Trace",TODO
EN,51406196,Mainz - Rüdesheim (via winelands) 35 km ENG 2026,"EN:93,NL:3",96,"Set account -> EN, run Trace",TODO
EN,51414792,Melun - Moret (via Barbizon) 47 km ENG 2026,"EN:64,NL:19",83,"Set account -> EN, run Trace",TODO
EN,51571621,Sens - Pont-sur-Yonne 29 km ENG 2026,"EN:22,DE:15",51,"Set account -> EN, run Trace",TODO
EN,51605671,Montereau - Pont-sur-Yonne (via Misy-sur-Yonne) 41 km ENG 2026,"EN:38,NL:20",59,"Set account -> EN, run Trace",TODO
EN,51839345,Dordrecht // Alblasserdam - Kinderdijk - Vreeswijk 58 km ENG 2026,"EN:80,NL:3",83,"Set account -> EN, run Trace",TODO
EN,52673440,Paris (city) - Paris (Bougival) (via La Défence) 33 km ENG 2026,"EN:128,NL:1",129,"Set account -> EN, run Trace",TODO
EN,52683725,Lemmer - Stavoren 33 km ENG 2025,"EN:51,DE:2",53,"Set account -> EN, run Trace",TODO
EN,52683750,Lemmer - Stavoren 43 km ENG 2025,"EN:70,DE:1",72,"Set account -> EN, run Trace",TODO
EN,52741225,Pont-Ste-Maxence - Compiègne (hills / Pièrrefonds) 54 km ENG 2026,"EN:53,NL:8",61,"Set account -> EN, run Trace",TODO
EN,53330377,Gouda - Vreeswijk 40 km ENG 2026,"EN:63,NL:10",73,"Set account -> EN, run Trace",TODO
EN,53384736,Rüdesheim - Mainz (via winelands) 33 km ENG 2026,"EN:51,DE:24",84,"Set account -> EN, run Trace",TODO
EN,53518101,Dendermonde - Ghent (city) 39 km ENG 2026 (X),"EN:74,NL:3",80,"Set account -> EN, run Trace",TODO
EN,53518625,Sneek - Lemmer 50 km (via Heeg) ENG 2026,"EN:76,NL:14",90,"Set account -> EN, run Trace",TODO
EN,53536917,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 48 km (before 15 April) ENG 2026,"EN:75,DE:13",91,"Set account -> EN, run Trace",TODO
