route_id,name,updated,n_cues,langs_found,lang_breakdown,guessed_language,lang_mixed,n_uturn_on_straight,n_turn_on_straight,quarantine,track_pts
49293250,Amiens - Samara 51 km ENG 2026,2025-03-20T08:47:26Z,93,"EN,NL","EN:78,NL:14",EN,YES,0,24,,1288
49293254,Corbie - Amiens 29 km ENG 2026,2025-03-20T08:47:00Z,62,"EN,NL","EN:45,NL:17",EN,YES,0,14,,1459
49295951,Samara - Long 39 km ENG 2026,2025-03-20T09:47:13Z,64,"EN,NL","NL:43,EN:20",NL,YES,0,12,,1444
49296004,Long - Abbeville 48 km ENG 2026,2025-03-20T08:47:43Z,68,"EN,NL","NL:35,EN:33",NL,YES,0,12,,1163
49296331,Mook - Grave - Mook 44 km NLD 2026,2026-04-28T15:39:57Z,102,"EN,NL","NL:93,EN:4",NL,YES,0,20,,1268
49322976,Helsingborg - Landskrona 27 km ENG 2026,2026-06-09T14:18:37Z,62,"EN,NL","EN:41,NL:19",EN,YES,0,15,,743
49322980,Rødvig - Køge 44 km ENG 2026,2026-04-24T08:01:34Z,63,EN,EN:63,EN,,1,7,,861
49322986,Køge - Stevns Klint (loop) 62 km ENG 2026,2026-05-12T16:00:28Z,57,"EN,NL","EN:46,NL:10",EN,YES,0,11,,1211
49322998,Malmö (loop) 27 km ENG 2026,2026-05-12T15:28:32Z,109,"EN,NL","EN:108,NL:1",EN,YES,0,30,,884
49424070,Rüdesheim - Mainz 34 km ENG 2026,2026-06-09T12:14:44Z,94,"EN,NL","EN:92,NL:2",EN,YES,0,33,,970
49428393,Winningen - Koblenz 11 km ENG 2026,2026-05-29T07:31:18Z,22,"EN,NL","EN:20,NL:2",EN,YES,0,9,,321
49434555,Havrincourt - Douai 47 km ENG 2026,2025-03-20T13:16:51Z,81,"EN,NL","EN:71,NL:10",EN,YES,0,17,,1416
49434614,Deinze - Bruges 46 km ENG 2026,2025-03-21T11:00:24Z,69,"EN,NL","EN:54,NL:14",EN,YES,0,10,,1431
49434634,Harelbeke - Deinze 49 km ENG 2026 Michiel,2025-01-11T11:27:45Z,125,"EN,NL","EN:105,NL:20",EN,YES,0,34,,1666
49440887,Harelbeke - Oudenaarde - Deinze 57 km ENG 2026,2025-03-20T15:48:05Z,138,EN,EN:138,EN,,1,32,,1567
49499230,Huizen - Amsterdam (Tolhuis-Buiksloterweg) (via Crailoo) 50 km ENG 2025,2026-05-27T19:02:15Z,100,EN,EN:98,EN,,1,17,,1698
49523012,Breukelen - Utrecht (Neude) 17 km NLD 2026,2026-06-13T12:26:14Z,39,"EN,NL","NL:29,EN:8",NL,YES,0,7,,524
49523229,Breukelen - Utrecht (Neude) 36 km NLD 2026,2026-06-13T12:29:16Z,55,"EN,NL","NL:43,EN:5",NL,YES,1,12,,983
49523348,Rotterdam - Delft - Rotterdam 49 km NLD 2026,2026-06-25T09:47:13Z,142,"EN,NL","NL:133,EN:4",NL,YES,0,34,,1396
49523350,Alblasserdam - Kinderdijk - Gouda - Schoonhoven 45 km NLD 2025,2026-04-15T06:40:30Z,99,"EN,NL","NL:89,EN:7",NL,YES,0,27,,1593
49523364,Gouda - Utrecht 39 km NLD 2026,2026-07-07T08:07:02Z,77,"DE,NL","NL:72,DE:2",NL,YES,0,28,,959
49578546,Den Helder - Anna Paulowna (loop) 51 km ENG 2026,2026-01-11T09:43:38Z,63,"DE,EN","EN:53,DE:6",EN,YES,0,16,,1187
49672078,Don - Arleux (via Lens / Vimy) 65 km ENG 2026,2025-03-20T08:43:47Z,106,"EN,NL","EN:102,NL:3",EN,YES,0,19,,1738
49672937,Hoorn - Alkmaar - Schoorl 39 km DEU 2025,2026-02-25T12:23:20Z,78,"DE,EN","DE:13,EN:9",DE,YES,0,14,,1266
49681201,TestfahrtHoorn 7 km DEU 2025,2026-02-25T12:22:33Z,34,"DE,EN","EN:7,DE:5",EN,YES,0,7,,257
49681573,Hoorn - Alkmaar - Schoorl  47 km DEU 2025,2026-02-25T12:23:55Z,104,"DE,EN","EN:8,DE:3",EN,YES,0,15,,1588
49689224,Schweinfurt – Kitzingen 60 km ENG 2026,2026-03-29T18:16:41Z,127,"EN,NL","EN:112,NL:15",EN,YES,0,42,,1427
49812023,Hoorn - Enkhuizen (via Midwoud) 44 km NLD 2026,2026-03-23T19:04:27Z,79,"EN,NL","NL:73,EN:1",NL,YES,1,20,,1322
49812033,Volendam - Zaanse Schans 48 km NLD 2026,2026-03-30T19:34:12Z,89,"EN,NL","NL:84,EN:2",NL,YES,0,15,,1316
49812072,Haarlem (Spaarndamseweg) - Amsterdam 33 km NLD 2026,2026-04-23T12:17:21Z,86,"EN,NL","NL:70,EN:10",NL,YES,0,15,,1148
49812074,Haarlem (Spaarndamseweg) - Amsterdam 39 km NLD 2026,2026-04-23T12:16:39Z,100,"EN,NL","NL:83,EN:11",NL,YES,0,14,,1387
49940703,Amiens - Samara 42 km ENG 2026,2025-03-20T08:47:17Z,77,"EN,NL","EN:67,NL:9",EN,YES,0,17,,1118
49967945,Bikefittingride Aschaffenburg 11km/6 miles,2026-06-22T04:38:08Z,31,"EN,NL","NL:25,EN:5",NL,YES,0,6,,560
49968024,Wertheim - Freudenberg 27 km ENG 2026,2026-03-29T19:34:03Z,45,"DE,EN","EN:33,DE:11",EN,YES,0,13,,760
49977604,Long - Abbeville 57 km ENG 2026,2025-03-21T10:19:08Z,55,"EN,NL","NL:31,EN:22",NL,YES,0,16,,1149
49991813,Würzburg - Marktbreit 29 km ENG 2026,2026-03-29T18:36:55Z,94,"EN,NL","EN:85,NL:9",EN,YES,0,30,,956
50031097,Havrincourt - Cambrai - Douai 61 km ENG 2026,2025-03-20T13:21:14Z,112,"EN,NL","EN:99,NL:13",EN,YES,0,21,,1846
50031347,Havringcourt - Douai 47 km ENG 2026,2026-01-11T21:38:03Z,81,"EN,NL","EN:71,NL:10",EN,YES,0,17,,1416
50031384,Douai - Lille (via Lens) 65 km ENG 2026,2025-12-11T22:07:52Z,146,EN,EN:146,EN,,1,49,,1730
50032598,Comines - Kortrijk - Harelbeke (via Tyne Cot) 53 km ENG 2026,2025-12-09T22:05:11Z,104,"EN,NL","EN:96,NL:8",EN,YES,0,17,,1473
50032621,Comines - Kortrijk - Harelbeke 46 km ENG 2026,2025-03-20T15:34:05Z,91,"EN,NL","EN:83,NL:8",EN,YES,0,12,,1285
50040474,Comines - Kortrijk - Harelbeke 39 km ENG 2026,2025-03-21T10:52:27Z,80,"EN,NL","EN:72,NL:8",EN,YES,1,11,,1135
50095735,Zaandam - Twiske (Schleife) 25 km DEU 2026,2026-03-26T19:34:06Z,70,"DE,EN","DE:52,EN:1",DE,YES,0,23,,837
50264683,Akersloot - Amsterdam (Oosterdok) (before 15 April) 43 km ENG 2026,2025-12-19T15:19:15Z,77,"EN,NL","EN:73,NL:4",EN,YES,0,23,,1154
50264946,Akersloot - Amsterdam (Oosterdok) (before 15 April) 36 km ENG 2026,2025-12-19T15:02:21Z,63,"EN,NL","EN:59,NL:4",EN,YES,1,14,,1006
50375527,Kampen - Schokland (loop) 45 km ENG 2026,2026-06-05T15:22:43Z,72,"DE,EN","EN:69,DE:2",EN,YES,0,13,,1200
50376014,Mook - Kranenburg (D) - Nijmegen vlak 51 km NLD 2026,2026-01-12T13:32:48Z,66,"EN,NL","NL:41,EN:1",NL,YES,0,11,,952
50553936,Danube Island - Tulln 34 km/21 mi ENG 2026,2025-12-20T18:06:37Z,59,EN,EN:59,EN,,1,23,,806
50680179,"Test ride: Utrecht 5,7 km ENG 2026",2026-01-12T10:18:58Z,19,"EN,NL","EN:18,NL:1",EN,YES,0,2,,138
50755585,Trier (centre) - Saarburg (via Igel) 35 km ENG 2026,2025-11-25T09:20:06Z,77,"EN,NL","EN:74,NL:2",EN,YES,1,25,,1284
50755641,Trier (Ostkai / Pfalzel)  - Saarburg 38 km ENG 2026,2025-11-25T09:11:32Z,60,"EN,NL","EN:58,NL:1",EN,YES,0,19,,1397
50830650,Remich - Thionville 45 km ENG 2026,2025-11-24T20:37:03Z,64,"DE,EN,NL","EN:61,NL:1,DE:1",EN,YES,0,20,,1033
51001926,Nijmegen - Tolkamer - Arnhem 55 km NL 2026,2025-12-31T14:22:44Z,98,"EN,NL","NL:63,EN:5",NL,YES,0,24,,1937
51406196,Mainz - Rüdesheim (via winelands) 35 km ENG 2026,2025-12-18T08:54:32Z,96,"EN,NL","EN:93,NL:3",EN,YES,1,25,,860
51414792,Melun - Moret (via Barbizon) 47 km ENG 2026,2025-12-19T21:10:30Z,83,"EN,NL","EN:64,NL:19",EN,YES,0,20,,1509
51552649,Test ride: Auxerre 13 km ENG 2026,2025-12-11T11:34:39Z,51,EN,EN:51,EN,,1,16,,409
51571621,Sens - Pont-sur-Yonne 29 km ENG 2026,2025-12-19T14:47:54Z,51,"DE,EN","EN:22,DE:15",EN,YES,0,16,,652
51605671,Montereau - Pont-sur-Yonne (via Misy-sur-Yonne) 41 km ENG 2026,2025-12-19T14:50:54Z,59,"EN,NL","EN:38,NL:20",EN,YES,0,9,,1719
51719996,Kampen - Hattem (loop) 54 km ENG 2026,2026-01-12T22:41:21Z,117,"EN,NL","NL:59,EN:51",NL,YES,0,41,,1370
51839345,Dordrecht // Alblasserdam - Kinderdijk - Vreeswijk 58 km ENG 2026,2026-07-10T12:49:13Z,83,"EN,NL","EN:80,NL:3",EN,YES,0,23,,1442
51853957,Huizen - Utrecht 54 km ENG 2025 ALT,2026-01-12T22:34:33Z,100,EN,EN:100,EN,,1,29,,1508
52043732,Sas van Gent - Terneuzen 55 km 2026,2026-01-12T16:30:57Z,83,"DE,EN","DE:72,EN:6",DE,YES,0,6,,897
52088191,Paris (Bougival) - Versailles (loop) 35 km ENG 2026,2026-01-11T09:43:22Z,130,"EN,NL","NL:84,EN:40",NL,YES,0,43,,1042
52509702,Amsterdam (Minerva) - Haarlem (loop) 40 km ENG 2026,2026-01-24T09:13:30Z,86,EN,EN:86,EN,,1,13,,989
52673440,Paris (city) - Paris (Bougival) (via La Défence) 33 km ENG 2026,2025-12-04T22:03:42Z,129,"EN,NL","EN:128,NL:1",EN,YES,0,54,,985
52683725,Lemmer - Stavoren 33 km ENG 2025,2026-01-20T20:21:07Z,53,"DE,EN","EN:51,DE:2",EN,YES,0,19,,815
52683750,Lemmer - Stavoren 43 km ENG 2025,2026-01-20T20:20:59Z,72,"DE,EN","EN:70,DE:1",EN,YES,0,26,,1102
52741225,Pont-Ste-Maxence - Compiègne (hills / Pièrrefonds) 54 km ENG 2026,2026-05-19T18:12:19Z,61,"EN,NL","EN:53,NL:8",EN,YES,0,10,,1482
53330377,Gouda - Vreeswijk 40 km ENG 2026,2025-11-28T16:27:48Z,73,"EN,NL","EN:63,NL:10",EN,YES,0,14,,1013
53384736,Rüdesheim - Mainz (via winelands) 33 km ENG 2026,2025-12-18T08:49:25Z,84,"DE,EN","EN:51,DE:24",EN,YES,2,27,,663
53469343,Compiègne - Pont-Ste-Maxence 42 km ENG 2026,2025-12-08T10:38:43Z,54,EN,EN:53,EN,,2,12,,844
53470002,Dormans - Epernay (high - challenging) 44 km ENG 2026,2025-12-17T14:20:40Z,71,EN,EN:70,EN,,1,17,,1022
53517876,Alkmaar - Zaanse Schans - Zaandam (via Egmond Binnen) 46 km ENG 2026 ,2026-01-11T09:43:31Z,129,EN,EN:128,EN,,1,45,,1306
53518101,Dendermonde - Ghent (city) 39 km ENG 2026 (X),2026-02-19T14:22:11Z,80,"EN,NL","EN:74,NL:3",EN,YES,0,14,,943
53518450,Wormerveer - Zaanse Schans - Amsterdam 40 km ENG 2026,2025-12-15T16:34:37Z,80,EN,EN:80,EN,,1,21,,1003
53518570,Wormerveer - Zaanse Schans - Amsterdam 46 km ENG 2026,2025-12-15T16:35:32Z,85,EN,EN:85,EN,,1,23,,1111
53518625,Sneek - Lemmer 50 km (via Heeg) ENG 2026,2026-01-27T15:32:12Z,90,"EN,NL","EN:76,NL:14",EN,YES,0,22,,1321
53535791,Alkmaar - Zaandam (via Egmond Binnen) 47 km ENG 2026,2026-04-06T09:58:45Z,119,EN,EN:119,EN,,1,38,,1178
53536917,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 48 km (before 15 April) ENG 2026,2026-01-11T09:43:33Z,91,"DE,EN","EN:75,DE:13",EN,YES,0,37,,1236
53538533,Haarlem (Spaarndamseweg) - Alkmaar (via dunes) 51 km ENG 2026,2026-04-23T12:38:34Z,110,"EN,NL","EN:107,NL:3",EN,YES,1,24,,1297
53543790,Alkmaar - Amsterdam (Oosterdok) (via Schermer) (before 15 April) 53 km ENG 2026,2026-04-23T12:14:34Z,95,"EN,NL","EN:91,NL:4",EN,YES,0,26,,1399
53546106,Moret - Melun (via Barbizon) 47km ENG 2026,2026-07-06T11:56:40Z,77,"EN,NL","EN:61,NL:9",EN,YES,1,25,,1295
53564093,Rüdesheim - Mainz 40km ENG 2026,2026-05-27T12:09:28Z,157,"DE,EN","EN:129,DE:17",EN,YES,3,41,,1348
53576317,Sankt Goar - Rüdesheim (via Bacharach & Bingen) 31 km ENG 2026,2026-01-11T09:43:21Z,76,"EN,NL","EN:60,NL:13",EN,YES,1,24,,867
53657627,Sankt Goar - Rüdesheim (via Bacharach & Bingen) 31 km ENG 2026,2026-01-11T09:43:20Z,66,"EN,NL","EN:50,NL:13",EN,YES,0,24,,855
53657628,Rüdesheim - Mainz 34 km ENG 2025,2026-01-05T07:28:49Z,88,"EN,NL","EN:86,NL:2",EN,YES,0,32,,951
53657735,Rüdesheim - Mainz 39 km DEU 2026,2026-02-28T12:53:59Z,149,"DE,EN","DE:117,EN:1",DE,YES,0,46,,887
53657793,Mainz - Winningen - Burg Eltz - Treis - Karden (Via eltz) 40 km DEU 2025,2026-01-05T08:28:55Z,65,"DE,EN","DE:46,EN:8",DE,YES,0,29,,855
53657841,Zell - Bernkastel - Kues 45 km DEU 2026,2026-05-12T07:50:13Z,64,"DE,EN","EN:49,DE:11",EN,YES,0,20,,899
53657973,Mainz - Winningen - Burg Eltz - Treis - Karden (über Eltz) 40 km DEU 2026,2026-01-25T20:56:48Z,65,"DE,EN","DE:46,EN:8",DE,YES,0,29,,855
53665190,"Testfahrt: Amsterdam (Oosterdok) 4,8 km DEU 2026",2026-04-30T13:13:13Z,10,"DE,EN","DE:8,EN:1",DE,YES,0,2,,136
53665211,Zaandam - Zaanse Schans - Haarlem (Stadt) (über IJmuiden) 51 km DEU 2026,2026-04-30T13:39:12Z,138,DE,DE:103,DE,,2,42,,1522
53665215,Haarlem (Stadt) - Leiden (über Cruquius) 40 km DEU 2026,2026-04-30T13:36:13Z,100,"DE,EN","DE:80,EN:1",DE,YES,0,28,,1181
53665222,Haarlem (Stadt) - Leiden (durch Dünen) 46 km DEU 2026,2026-04-30T13:36:11Z,114,DE,DE:90,DE,,1,40,,1259
53665224,Leiden - Delft (über Zoetermeer) 32 km DEU 2026,2026-04-30T13:34:23Z,72,"DE,EN","DE:62,EN:1",DE,YES,1,16,,948
53665234,Alblasserdam - Kinderdijk - Gouda (über Schoonhoven) 44 km DEU 2026,2026-05-20T14:21:12Z,90,"DE,EN","DE:54,EN:15",DE,YES,0,26,,1143
53665236,Gouda - Kudelstaart 47 km DEU 2026,2026-04-30T13:27:46Z,68,"DE,EN","DE:58,EN:2",DE,YES,0,14,,1139
53665442,Haarlem (Stadt) - Keukenhof - Leiden 37 km DEU 2026,2026-04-24T08:22:21Z,94,"DE,EN","DE:70,EN:3",DE,YES,0,19,,946
53665448,Leiden - Gouda 38 km DEU 2026,2026-03-27T09:41:48Z,65,"DE,EN","DE:50,EN:1",DE,YES,0,17,,822
53665450,Leiden - Gouda 46 km DEU 2026,2026-03-27T09:41:49Z,89,DE,DE:76,DE,,1,25,,1100
53665469,Amsterdam (Buiksloterweg) - Zaanse Schans 37 km DEU 2026,2026-03-27T09:58:00Z,89,DE,DE:78,DE,,1,30,,1051
53665480,Zaanse Schans - Alkmaar (über Heiloo) 34 km DEU 2026,2026-03-27T11:04:32Z,104,DE,DE:89,DE,,1,33,,913
53665486,Purmerend - Alkmaar (über Heiloo) 37 km DEU 2026,2026-03-27T11:08:13Z,85,DE,DE:76,DE,,1,28,,889
53665491,Alkmaar - Dünen (Schleife über Bergen & Schoorl) 39 km DEU 2026 (N),2026-04-07T14:41:02Z,71,"DE,EN","DE:59,EN:1",DE,YES,1,20,,1074
53665503,Akersloot - Amsterdam (Oosterdok) 39 km DEU 2026,2026-03-27T10:52:28Z,52,"DE,EN","DE:41,EN:2",DE,YES,0,15,,913
53665553,Zaandam - Zaanse Schans - Alkmaar (über Schermer) 45 km DEU 2026,2026-03-27T11:17:53Z,84,DE,DE:66,DE,,1,29,,1160
53665613,Zaandam - Zaanse Schans - Alkmaar (über Egmond) 50 km DEU 2026,2026-03-27T11:03:28Z,127,"DE,EN","DE:102,EN:2",DE,YES,0,39,,1341
53665617,Zaandam - Zaanse Schans - Alkmaar (über Heiloo) 39 km DEU 2026,2026-03-27T11:02:15Z,111,DE,DE:95,DE,,1,42,,1072
53665636,Haarlem - Keukenhof (Schleife) 48 km DEU 2026,2026-03-27T08:07:05Z,138,"DE,NL","DE:108,NL:2",DE,YES,2,46,,1455
53668162,Zaandam - Haarlem (Spaarndamseweg) 33 km DEU 2026,2026-03-24T14:38:33Z,69,DE,DE:52,DE,,1,21,,857
53668174,Haarlem (Spaarndamseweg) - Keukenhof - Oude Wetering 55 km DEU 2026 POI-DEU,2026-03-27T09:19:45Z,119,DE,DE:102,DE,,1,27,,1351
53668200,Alkmaar - Zaanse Schans - Zaandam (über Schermer) 45 km DEU 2026,2026-01-16T12:51:25Z,79,DE,DE:53,DE,,1,23,,1088
53668265,Haarlem - Amsterdam 39 km DEU 2026,2026-04-13T10:01:54Z,86,"DE,EN","DE:63,EN:1",DE,YES,1,16,,1200
53668278,Leiden - Delft - Rotterdam (Coolhaven) 44 km DEU 2026,2026-04-30T13:12:32Z,73,"DE,EN","DE:56,EN:2",DE,YES,0,17,,1172
53668290,Breukelen - Amsterdam (Oosterdok) 47 km DEU 2026,2026-07-03T13:03:48Z,62,DE,DE:52,DE,,1,20,,1352
53668484,Testfahrt: Maastricht 12 km DEU 2026,2026-04-29T06:49:45Z,41,"DE,NL","DE:31,NL:1",DE,YES,1,8,,361
53668487,Schipperskerk - Roermond 40 km DEU 2026,2026-04-29T06:58:46Z,102,"DE,EN","DE:85,EN:2",DE,YES,0,22,,1091
53668524,Weesp - Utrecht (Keulsekade) 45 km DEU 2026,2026-04-29T07:31:59Z,54,"DE,EN","DE:43,EN:2",DE,YES,0,14,,1231
53668539,Schipperskerk - Maastricht 47 km DEU 2026,2026-04-29T06:54:39Z,107,"DE,EN","DE:84,EN:1",DE,YES,0,35,,1080
53668708,Wageningen - Arnhem (via Veluwe) DEU 43 km 2026,2026-01-22T13:34:18Z,83,"DE,EN","DE:65,EN:1",DE,YES,0,23,,990
53668712,Doesburg - Zutphen 27 km DEU 2026,2026-01-21T16:45:40Z,46,"DE,EN","DE:39,EN:2",DE,YES,0,15,,673
53668714,Doesburg - Zutphen (über Vorden) 44 km DEU 2026,2026-01-21T16:41:04Z,81,"DE,EN","DE:69,EN:4",DE,YES,0,17,,1033
53668720,Wijhe - Kampen (über Heerde / Hattem) 48 km DEU 2026,2026-01-21T16:50:43Z,87,"DE,EN","DE:65,EN:1",DE,YES,0,21,,1282
53668724,Wijhe - Kampen (über Heerde / Hattem / Zwolle) 58 km DEU 2026,2026-01-22T09:32:51Z,133,"DE,EN","DE:100,EN:1",DE,YES,0,36,,1541
53668735,Huizen - Amsterdam (Buiksloterweg) 35 km DEU 2026,2026-05-27T18:51:38Z,65,"DE,EN","DE:35,EN:6",DE,YES,0,17,,938
53668738,Huizen - Amsterdam (Oosterdok) (via Crailoo) 50 km DEU 2026,2026-01-22T13:34:46Z,97,"DE,EN","DE:68,EN:1",DE,YES,0,21,,1655
53668739,Huizen - Amsterdam (Minerva) 38 km DEU 2026,2026-05-27T18:56:48Z,67,"DE,EN","DE:41,EN:3",DE,YES,1,21,,1018
53668740,Huizen - Amsterdam (Minerva) (über Crailoo) 53 km DEU 2026,2026-05-27T18:55:54Z,96,"DE,EN","DE:72,EN:1",DE,YES,0,27,,1754
53668742,Wageningen - Arnhem (über Heteren & Airborne Museum) 27 km DEU 2026,2026-01-21T17:44:43Z,72,"DE,NL","DE:53,NL:1",DE,YES,0,9,,796
53668743,Doesburg - Deventer (über Zutphen) 45 km DEU 2026,2026-01-22T13:20:21Z,80,"DE,EN","DE:65,EN:1",DE,YES,0,24,,1091
53668755,Harderwijk - Huizen  (über Putten - Spakenburg) 62 km DEU 2026,2026-01-22T09:17:00Z,125,"DE,EN","DE:103,EN:1",DE,YES,0,30,,1660
53677032,Vreeswijk - Kinderdijk - Alblasserdam // Dordrecht 57 km DEU 2026,2026-01-25T20:11:28Z,92,DE,DE:66,DE,,1,25,,1414
53677057,Tholen - Kreekrak (Ost) 32 km DEU 2026,2026-02-26T08:47:47Z,67,DE,DE:58,DE,,1,13,,738
53677080,Antwerp - Dendermonde 53 km DEU 2026,2026-01-26T08:34:50Z,98,"DE,NL","DE:75,NL:3",DE,YES,0,35,,1445
53677087,Bruges - De Haan (Schleife) 51 km DEU 2026,2026-02-26T08:37:38Z,92,"DE,EN","DE:79,EN:1",DE,YES,1,18,,1340
53677094,Bruges - Damme (Schleife) 22 km DEU 2026,2026-07-03T09:59:21Z,48,"DE,EN","DE:34,EN:2",DE,YES,0,20,,552
53677104,Willemstad - Bergen op Zoom (über Steenbergen) 39 km DEU 2026,2026-02-26T11:13:24Z,73,"DE,EN","DE:52,EN:1",DE,YES,0,15,,802
53677132,Antwerp - St. Amands (mit Waterbus) 30 km DEU 2026,2026-02-26T12:01:12Z,55,"DE,EN","DE:39,EN:2",DE,YES,0,16,,967
53677135,Bergen op Zoom - Kreekrak (Ost) 29 km DEU 2026,2026-04-21T14:12:13Z,53,"DE,EN","DE:40,EN:3",DE,YES,0,12,,681
53677141,Tholen - Kreekrak (West) 34 km DEU 2026,2026-04-21T14:10:32Z,71,"DE,EN","DE:59,EN:3",DE,YES,1,11,,749
53677156,Dendermonde - Ghent (Stadt) 39 km DEU 2026,2026-02-26T08:24:13Z,91,"DE,EN","DE:70,EN:2",DE,YES,0,22,,928
53677165,Moerbrugge - Bruges 41 km DEU 2026,2026-02-26T08:59:10Z,98,DE,DE:80,DE,,1,25,,1018
53677181,Ghent (Evergem) - Bruges 45 km DEU 2026,2026-02-26T10:24:44Z,62,"DE,EN","DE:51,EN:3",DE,YES,0,16,,882
53677191,St. Amands - Antwerp (mit die waterbus) 30+8 km DEU 2026,2026-07-03T12:40:49Z,57,"DE,EN","DE:38,EN:2",DE,YES,0,18,,1034
53677193,Dendermonde - Antwerp 53 km DEU 2026,2026-07-03T13:56:47Z,106,DE,DE:79,DE,,1,41,,1532
53677206,Aalter-Brug - Ghent (Stadt) 27 km DEU 2026,2026-07-03T12:08:50Z,49,"DE,EN","DE:34,EN:1",DE,YES,0,18,,551
53677208,Bruges - Ghent (Stadt) (über Bulskampveld) 57 km DEU 2026,2026-07-03T12:04:21Z,92,"DE,EN","DE:63,EN:10",DE,YES,0,27,,1147
53677211,Bruges - Ghent (Stadt) (über Aalter-Brug) 51 km DEU 2026,2026-07-03T11:58:22Z,78,"DE,EN","DE:59,EN:1",DE,YES,0,26,,1001
53677232,Breukelen - Amsterdam (Oosterdok) 38 km DEU 2026,2026-07-03T12:54:43Z,48,DE,DE:40,DE,,1,13,,1020
53677237,Dordrecht // Alblasserdam - Kinderdijk - Schoonhoven 32 km DEU 2026,2026-02-26T10:35:45Z,45,"DE,EN","DE:28,EN:2",DE,YES,0,13,,724
53677243,Kreekrak (Ost) - Tholen 32 km DEU 2026,2026-07-03T12:49:20Z,56,"DE,EN","DE:51,EN:2",DE,YES,0,15,,718
53677266,Dordrecht // Alblasserdam - Kinderdijk - Vreeswijk 58 km DEU 2026,2026-01-25T19:49:34Z,89,"DE,NL","DE:60,NL:3",DE,YES,0,23,,1463
53677272,Breukelen - Amsterdam (Minervahaven) 50 km DEU 2026,2026-07-03T13:15:13Z,59,"DE,EN","DE:50,EN:1",DE,YES,0,23,,1439
53677313,Vollenhove - Schokkerhaven (über Kamperland) 49 km DEU 2026,2026-01-23T08:51:45Z,55,"DE,EN","DE:45,EN:1",DE,YES,0,12,,1058
53677344,Vollenhove - Giethoorn 53 km DEU 2026,2026-01-23T09:34:01Z,65,"DE,EN","DE:54,EN:2",DE,YES,0,20,,1402
53677346,Vollenhove - Giethoorn 40 km DEU 2026,2026-01-23T09:20:33Z,45,"DE,EN","DE:41,EN:2",DE,YES,0,9,,1087
53680512,Alkmaar - Zaandam (über Schermer) 43 km DEU 2026,2026-04-19T08:42:46Z,90,DE,DE:59,DE,,1,18,,1173
53680641,Texel (Schleife Fähre) 43 km DEU 2026,2026-04-07T15:07:16Z,85,"DE,EN","DE:72,EN:1",DE,YES,0,19,,1138
53680658,Den Helder - Alkmaar 53 km DEU 2026,2026-01-19T11:09:14Z,88,"DE,EN","DE:60,EN:1",DE,YES,1,38,,1376
53683925,Medemblik (Schleife) 28 km DEU 2026,2026-01-20T19:54:56Z,55,"DE,EN","DE:46,EN:1",DE,YES,0,17,,743
53683930,Medemblik - Enkhuizen (über Twisk) 40 km DEU 2026,2026-01-20T08:51:34Z,76,"DE,EN","DE:56,EN:2",DE,YES,0,19,,1011
53683933,Enkhuizen - Medemblik (über die Küste) 24 km DEU 2026,2026-01-20T19:46:13Z,45,"DE,EN","DE:29,EN:2",DE,YES,0,20,,698
53683943,Volendam - Hoorn 24 km DEU 2026,2026-01-19T11:45:11Z,18,"DE,EN","DE:12,EN:2",DE,YES,0,3,,541
53684030,Terschelling (Schleife) 37 DEU km 2026,2026-03-25T13:20:10Z,55,"DE,NL","DE:35,NL:3",DE,YES,0,17,,880
53684034,Terschelling (Schleife) 42 km DEU 2026,2026-01-20T13:33:54Z,60,"DE,EN","DE:36,EN:1",DE,YES,0,18,,990
53684037,Harlingen - Franeker - Makkum (über die Küste) 40 km DEU 2026,2026-05-12T07:30:29Z,63,"DE,EN","DE:49,EN:6",DE,YES,0,18,,905
53684039,Harlingen - Franeker - Makkum (über Bolsward) 45 km DEU 2026,2026-05-12T07:31:32Z,70,"DE,EN","DE:59,EN:5",DE,YES,0,15,,1214
53684108,Harlingen - Franeker - Makkum (über Pingjum) 45 km DEU 2026,2026-05-12T07:32:02Z,68,"DE,EN","DE:59,EN:5",DE,YES,0,13,,1057
53684114,Makkum - Stavoren 30 km DEU 2026,2026-01-20T20:38:38Z,42,"DE,EN","DE:28,EN:1",DE,YES,0,11,,800
53684116,Makkum - Stavoren 49 km DEU 2026,2026-01-20T20:34:30Z,57,"DE,EN","DE:42,EN:1",DE,YES,0,14,,1292
53684118,Stavoren - Makkum (über Bolsward) 49 km DEU 2026 Self Guided,2026-07-15T08:11:54Z,60,DE,DE:43,DE,,1,12,,1212
53684119,Stavoren - Lemmer 33 km DEU 2025,2026-01-20T20:28:46Z,45,"DE,NL","DE:30,NL:4",DE,YES,1,17,,816
53684122,Stavoren - Lemmer 43 km DEU 2026,2026-01-20T20:24:11Z,51,"DE,EN","DE:37,EN:1",DE,YES,0,16,,1062
53684128,Lemmer - Stavoren 33 km DEU 2025,2026-01-20T20:17:29Z,47,"DE,EN","DE:28,EN:1",DE,YES,0,17,,837
53684135,Lemmer - Sneek 49 km DEU 2026,2026-01-23T21:49:13Z,96,"DE,EN","DE:74,EN:2",DE,YES,0,32,,1116
53684155,Grou - Sneek 47 km DEU 2026,2026-07-13T16:37:20Z,80,DE,DE:66,DE,,2,22,,1215
