route_name,stem,manual,tour_guess,snippet
Makkum - Stavoren 30 km ENG 2026,makkum - stavoren,Information about a tour 2026\S&B_ Wadden Sea\Old\Draaiboek S&B WaddenSea self guided 2025.docx,Draaiboek S&B WaddenSea self guided 2025,…reca en winkels op het plein/ markt in het centrum. day 7 : makkum - stavoren (28 of 48 km /18 or 30 mi.) sailing: makkum - stavoren - en…
Roermond - Venlo 34 km ENG 2026,roermond - venlo,Information about a tour 2026\Boutique_ Amsterdam - Maastricht vv\Draaiboek Maastricht-Amsterdam 2026[35].docx,Draaiboek Maastricht-Amsterdam 2026[35],… day 2 : maastricht / born - roermond (41 km/25 mi) day 3 : roermond - venlo - arcen (50 km/31 mi) day 4 : arcen - cuijk (53 km/32 mi) d…
Roermond - Venlo 34 km ENG 2026,roermond - venlo,Information about a tour 2026\Boutique_ Amsterdam - Maastricht vv\Old\Draaiboek Maastricht-Amsterdam 2024.docx,Draaiboek Maastricht-Amsterdam 2024,…derland (gevestigd in een voormalige kazerne). day 3 (mon): roermond - venlo - arcen (50 km/31 mi.) today you start biking from roermond…
Roermond - Venlo 34 km ENG 2026,roermond - venlo,Information about a tour 2026\Boutique_ Amsterdam - Maastricht vv\Old\Draaiboek Maastricht-Amsterdam 2026.docx,Draaiboek Maastricht-Amsterdam 2026,…derland (gevestigd in een voormalige kazerne). day 3 (mon): roermond - venlo - arcen (50 km/31 mi.) today you start biking from roermond…
Roermond - Venlo 34 km ENG 2026,roermond - venlo,Information about a tour 2026\RS_ Holland & België\Old\Operational sheet Roadscholar RS Holland and Belgium 2024.docx,Operational sheet Roadscholar RS Holland and Belgium 2024,…e designer outlet roermond / open tot 20.00 dag 10 - sunday roermond - venlo (45 km/29 mi) short option (25 km/15 mi) activity note: bik…
Rüdesheim - Mainz 34 km ENG 2025,rüdesheim - mainz,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2025 semi_.docx,Draaiboek Koblenz - Koblenz 2025 semi_,…. en meer horeca. • overnachting in rüdesheim dag 3 dinsdag rüdesheim - mainz nadat u ’s ochtends rüdesheim misschien al hebt bekeken voo…
Rüdesheim - Mainz 34 km ENG 2025,rüdesheim - mainz,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2026.docx,Draaiboek Koblenz - Koblenz 2026,…sselgasse (fietsen verboden) en rheinstrasse. dag 3 maandag rüdesheim - mainz vandaag kunt u kiezen uit de 34 km lange vlakke route langs…
Rüdesheim - Mainz 39 km ENG 2026,rüdesheim - mainz,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2025 semi_.docx,Draaiboek Koblenz - Koblenz 2025 semi_,…. en meer horeca. • overnachting in rüdesheim dag 3 dinsdag rüdesheim - mainz nadat u ’s ochtends rüdesheim misschien al hebt bekeken voo…
Rüdesheim - Mainz 39 km ENG 2026,rüdesheim - mainz,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2026.docx,Draaiboek Koblenz - Koblenz 2026,…sselgasse (fietsen verboden) en rheinstrasse. dag 3 maandag rüdesheim - mainz vandaag kunt u kiezen uit de 34 km lange vlakke route langs…
Sens - Pont-sur-Yonne 29 km ENG 2026,sens - pont-sur-yonne,"Information about a tour 2026\Premium_ France_ Northern Burgundy, Auxerre – Moret sur Loing or vv Premium\Old\Draaiboek Auxerre - Moret 2025.docx",Draaiboek Auxerre - Moret 2025,… 43 km zie moret-auxerre? dan slakken mogelijk day 6 (sun): sens - pont-sur-yonne (32 km/20 mi or 42 km/26 mi) before we start cycling we wil…
Sens - Pont-sur-Yonne 29 km ENG 2026,sens - pont-sur-yonne,"Information about a tour 2026\Premium_ France_ Northern Burgundy, Auxerre – Moret sur Loing or vv Premium\Old\Draaiboek Sens - Moret 2025.docx",Draaiboek Sens - Moret 2025,"…ot: le rendez-vous seb et aurelia +33-386648634 day 4, fri: sens - pont-sur-yonne (20-42 km/12.4-26 mi.) before we start cycling, we will spe…"
Tholen - Antwerpen 54km ENG 2026,tholen - antwerpen,Information about a tour 2026\Semi-Guided_ Holland & België\old\Draaiboek Adam - Brugge Fluvius 2024.docx,Draaiboek Adam - Brugge Fluvius 2024,…ty walk schedule ship schedule cyclists tuesday dordrecht - tholen - antwerpen 20 km/13 mi or 36 km/23 mi 06.00 departure ship to tholen 0…
Tholen - Antwerpen 54km ENG 2026,tholen - antwerpen,Information about a tour 2026\Semi-Guided_ Holland & België\old\Draaiboek Adam - Brugge Semi-Guided 2025.docx,Draaiboek Adam - Brugge Semi-Guided 2025,…ty walk schedule ship schedule cyclists tuesday dordrecht - tholen - antwerpen 20 km/13 mi or 36 km/23 mi 06.00 departure ship to tholen 0…
Tholen - Antwerpen 55km ENG 2026,tholen - antwerpen,Information about a tour 2026\Semi-Guided_ Holland & België\old\Draaiboek Adam - Brugge Fluvius 2024.docx,Draaiboek Adam - Brugge Fluvius 2024,…ty walk schedule ship schedule cyclists tuesday dordrecht - tholen - antwerpen 20 km/13 mi or 36 km/23 mi 06.00 departure ship to tholen 0…
Tholen - Antwerpen 55km ENG 2026,tholen - antwerpen,Information about a tour 2026\Semi-Guided_ Holland & België\old\Draaiboek Adam - Brugge Semi-Guided 2025.docx,Draaiboek Adam - Brugge Semi-Guided 2025,…ty walk schedule ship schedule cyclists tuesday dordrecht - tholen - antwerpen 20 km/13 mi or 36 km/23 mi 06.00 departure ship to tholen 0…
Villeneuve-sur-Yonne - Sens 54 km ENG 2026,villeneuve-sur-yonne - sens,"Information about a tour 2026\Premium_ France_ Northern Burgundy, Auxerre – Moret sur Loing or vv Premium\Old\Draaiboek Auxerre - Moret 2025.docx",Draaiboek Auxerre - Moret 2025,…cten. leuke winkel om gasten op te attenderen. day 5 (sat): villeneuve-sur-yonne - sens (28 km/18 mi or 52 km/33 mi) day five also offers two cycli…
Vinneuf - Moret  33 km ENG 2026,vinneuf - moret,"Information about a tour 2026\Premium_ France_ Northern Burgundy, Auxerre – Moret sur Loing or vv Premium\Old\Draaiboek Sens - Moret 2025.docx",Draaiboek Sens - Moret 2025,"…, bel dan van tevoren. day 5, sat: pont-sur-yonne - vinneuf vinneuf - moret-sur-loing (35-40 km/22-25 mi.) the ship cruises to vinneuf …"
Ytres - Péronne 52 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2024.docx,Draaiboek Brugge-Parijs 2024,"…les-havrincourt” dag 7 vrijdag havrincourt - tunnel - ytres ytres - péronne 40 / 53 km (25 / 33 mile) the canal du nord has 2 tunnels, …"
Ytres - Péronne 52 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2025 (1).docx,Draaiboek Brugge-Parijs 2025 (1),"…ncourt” dag 7 vrijdag/zaterdag havrincourt - tunnel - ytres ytres - péronne 40 / 53 km (25 / 33 mile) the canal du nord has 2 tunnels, …"
Ytres - Péronne 52 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2026.docx,Draaiboek Brugge-Parijs 2026,…incourt-les-havrincourt” dag 7 havrincourt - tunnel - ytres ytres - péronne fleur: woensdag clair d’etoile: vrijdag the canal du nord h…
Ytres - Péronne 39 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2024.docx,Draaiboek Brugge-Parijs 2024,"…les-havrincourt” dag 7 vrijdag havrincourt - tunnel - ytres ytres - péronne 40 / 53 km (25 / 33 mile) the canal du nord has 2 tunnels, …"
Ytres - Péronne 39 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2025 (1).docx,Draaiboek Brugge-Parijs 2025 (1),"…ncourt” dag 7 vrijdag/zaterdag havrincourt - tunnel - ytres ytres - péronne 40 / 53 km (25 / 33 mile) the canal du nord has 2 tunnels, …"
Ytres - Péronne 39 km ENG 2026,ytres - péronne,Information about a tour 2026\Premium_ Belgium & France_ Bruges – Paris or Paris – Bruges Premium\old\Draaiboek Brugge-Parijs 2026.docx,Draaiboek Brugge-Parijs 2026,…incourt-les-havrincourt” dag 7 havrincourt - tunnel - ytres ytres - péronne fleur: woensdag clair d’etoile: vrijdag the canal du nord h…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Boutique_ Koblenz - Merzig\Oud\Draaiboek Merzig - Koblenz 2024.docx,Draaiboek Merzig - Koblenz 2024,…20.00 tourbriefing schedule ship schedule cyclists thursday zell - cochem 39 km/24 mi 8.00 breakfast 8.00 breakfast 9.30 ship departs…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Premium_ Cochem - Metz v.v (8 days and 9 days)\old\Draaiboek Metz-Cochem 2024.docx,Draaiboek Metz-Cochem 2024,…ll 20.00 tourbriefing schedule ship schedule cyclists day 7 zell - cochem 37 km/ 22 mi 08:00 breakfast 08:00 breakfast 08:45 departur…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Premium_ Cochem - Metz v.v (8 days and 9 days)\old\Draaiboek Metz-Cochem 2025(1).docx,Draaiboek Metz-Cochem 2025(1),…ll 20.00 tourbriefing schedule ship schedule cyclists day 7 zell - cochem 37 km/ 22 mi 08:00 breakfast 08:00 breakfast 08:45 departur…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Premium_ Cochem - Metz v.v (8 days and 9 days)\old\Draaiboek Metz-Cochem 2025(2).docx,Draaiboek Metz-Cochem 2025(2),…ll 20.00 tourbriefing schedule ship schedule cyclists day 7 zell - cochem 37 km/ 22 mi 08:00 breakfast 08:00 breakfast 08:45 departur…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Premium_ Cochem - Metz v.v (8 days and 9 days)\old\Draaiboek Metz-Cochem 2025(5).docx,Draaiboek Metz-Cochem 2025(5),…ll 20.00 tourbriefing schedule ship schedule cyclists day 7 zell - cochem 37 km/ 22 mi 08:00 breakfast 08:00 breakfast 08:45 departur…
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2025 semi_.docx,Draaiboek Koblenz - Koblenz 2025 semi_,"…ues vrijdag schema schip schema fietsers dag 6 bernkastel - zell - cochem zell - cochem, 37 km , 23 mi 06.00 schip vertrekt 06.00 sch…"
Zell - Cochem 37 km ENG 2026,zell - cochem,Information about a tour 2026\Semi-Guided_ Koblenz-Koblenz\Old\Draaiboek Koblenz - Koblenz 2026.docx,Draaiboek Koblenz - Koblenz 2026,… naar marktplein 6 do varen bernkastel-kues -zell / fietsen zell - cochem wijnproeverij 7 vr varen cochem - alken / alken - koblenz 8…
